euclidean,arm64_windows_go,arm64_windows_rs-pure,amd64_windows_go,amd64_windows_rs-pure,0.063495,0.080070,FOUND
euclidean,arm64_windows_go,arm64_windows_rs-sys,amd64_windows_go,amd64_windows_rs-sys,0.064973,0.082022,FOUND
euclidean,arm64_windows_msvc,arm64_windows_rs-pure,amd64_windows_msvc,amd64_windows_rs-pure,0.005676,0.005014,FOUND
euclidean,arm64_windows_msvc,arm64_windows_rs-sys,amd64_windows_msvc,amd64_windows_rs-sys,0.005818,0.005145,FOUND
euclidean,arm64_windows_rs-pure,arm64_windows_rs-sys,amd64_windows_rs-pure,amd64_windows_rs-sys,0.972980,0.972147,FOUND
euclidean,arm64_darwin_clang,arm64_darwin_clang,amd64_darwin_clang,amd64_darwin_clang,1.000000,1.000000,FOUND
euclidean,arm64_darwin_gcc,arm64_darwin_gcc,amd64_darwin_gcc,amd64_darwin_gcc,1.000000,1.000000,FOUND
euclidean,arm64_darwin_go,arm64_darwin_go,amd64_darwin_go,amd64_darwin_go,1.000000,1.000000,FOUND
euclidean,arm64_darwin_rs-pure,arm64_darwin_rs-pure,amd64_darwin_rs-pure,amd64_darwin_rs-pure,1.000000,1.000000,FOUND
euclidean,arm64_darwin_rs-sys,arm64_darwin_rs-sys,amd64_darwin_rs-sys,amd64_darwin_rs-sys,1.000000,1.000000,FOUND
euclidean,arm64_darwin_tgo,arm64_darwin_tgo,amd64_darwin_tgo,amd64_darwin_tgo,1.000000,1.000000,FOUND
euclidean,arm64_linux_clang,arm64_linux_clang,amd64_linux_clang,amd64_linux_clang,1.000000,1.000000,FOUND
euclidean,arm64_linux_gcc,arm64_linux_gcc,amd64_linux_gcc,amd64_linux_gcc,1.000000,1.000000,FOUND
euclidean,arm64_linux_go,arm64_linux_go,amd64_linux_go,amd64_linux_go,1.000000,1.000000,FOUND
euclidean,arm64_linux_rs-pure,arm64_linux_rs-pure,amd64_linux_rs-pure,amd64_linux_rs-pure,1.000000,1.000000,FOUND
euclidean,arm64_linux_rs-sys,arm64_linux_rs-sys,amd64_linux_rs-sys,amd64_linux_rs-sys,1.000000,1.000000,FOUND
euclidean,arm64_linux_tgo,arm64_linux_tgo,amd64_linux_tgo,amd64_linux_tgo,1.000000,1.000000,FOUND
euclidean,arm64_windows_clang,arm64_windows_clang,amd64_windows_clang,amd64_windows_clang,1.000000,1.000000,FOUND
euclidean,arm64_windows_gcc,arm64_windows_gcc,amd64_windows_gcc,amd64_windows_gcc,1.000000,1.000000,FOUND
euclidean,arm64_windows_go,arm64_windows_go,amd64_windows_go,amd64_windows_go,1.000000,1.000000,FOUND
euclidean,arm64_windows_msvc,arm64_windows_msvc,amd64_windows_msvc,amd64_windows_msvc,1.000000,1.000000,FOUND
euclidean,arm64_windows_rs-pure,arm64_windows_rs-pure,amd64_windows_rs-pure,amd64_windows_rs-pure,1.000000,1.000000,FOUND
euclidean,arm64_windows_rs-sys,arm64_windows_rs-sys,amd64_windows_rs-sys,amd64_windows_rs-sys,1.000000,1.000000,FOUND
